21 20
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 4 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 4 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 7 8 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 1 2 2 2 2 2 2 2 3 1 2 2 3 0 0 0 0 0 
0 0 0 4 5 5 5 5 5 5 5 6 4 5 5 6 0 0 0 0 0 
0 0 0 7 8 8 8 8 8 8 8 9 4 5 5 6 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 7 8 8 9 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 3 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 6 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 4 6 6 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 6 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 6 0 0 0 0 0 
0 1 2 2 2 2 3 0 0 0 0 0 0 4 5 6 0 0 0 0 0 
0 4 5 5 5 5 6 0 0 0 0 0 0 5 5 6 0 0 0 0 0 
0 4 5 5 5 5 6 0 0 0 0 0 0 4 5 6 0 0 0 0 0 
0 7 8 8 8 8 9 0 0 0 0 0 0 7 8 9 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
